Target,Source
814015332,175782460
814015332,870742957380558848
814015332,1344397614
814015332,223521568
814015332,575376342
814015332,490512649
814015332,92173427
814015332,200865067
814015332,148052204
814015332,16174144
814015332,1557533940
814015332,1017873282
814015332,1962699368
814015332,848539500167004160
814015332,4723010406
814015332,2261831748
814015332,814274646
814015332,277216230
814015332,1585948734
814015332,572949103
814015332,27700085
814015332,2695374271
814015332,160925047
814015332,217015882
814015332,2184712454
814015332,178525062
814015332,3096625956
814015332,833629111
814015332,3001054244
814015332,30706856
814015332,13879522
814015332,624806128
814015332,973642770521915394
814015332,212640939
814015332,131264897
814015332,4179767308
814015332,863612539
814015332,1296859046
814015332,487705992
814015332,118402066
814015332,864586231853830144
814015332,793717106256773120
814015332,96989025
814015332,122724789
814015332,860561435117719553
814015332,543881355
814015332,34249543
814015332,186484265
814015332,414979077
814015332,879170334578139140
814015332,2290819595
814015332,17657107
814015332,19739240
814015332,593041510
814015332,3352671022
814015332,564948043
814015332,213083607
814015332,220633309
814015332,255048621
814015332,3729520335
814015332,1307251459
814015332,72912621
814015332,628967454
814015332,3386954115
814015332,911193721936457728
814015332,13731562
814015332,37213193
814015332,91975097
814015332,1169367193
814015332,824241575706427392
814015332,263807286
814015332,348029933
814015332,330523434
814015332,1069045039
814015332,931179613178515459
814015332,1315396027
814015332,2332368062
814015332,1046598080
814015332,4120890970
814015332,580439134
814015332,77436536
814015332,227062815
814015332,18810779
814015332,830442736402653185
814015332,300589072
814015332,18247347
814015332,64313421
814015332,382393
814015332,19714395
814015332,2375509748
814015332,1329752491
814015332,2584784815
814015332,365059891
814015332,21719973
814015332,700746896680161280
814015332,74956332
814015332,144087818
814015332,582161546
814015332,1270214492
814015332,1169143062
1220359214884904965,78589126
1220359214884904965,2284174986
1220359214884904965,78719897
1220359214884904965,1047749410686455808
1220359214884904965,578430883
1220359214884904965,291991124
1220359214884904965,3729520335
1220359214884904965,2519410236
1220359214884904965,931948904
1220359214884904965,388651749
1220359214884904965,302735772
1220359214884904965,270544593
1220359214884904965,3912267406
1220359214884904965,770687821535449090
1220359214884904965,223521568
1220359214884904965,4761196712
1220359214884904965,835323448675164162
1220359214884904965,1214957186121687041
1220359214884904965,1019341257162752000
1220359214884904965,1088293715834216448
1220359214884904965,1159182391455490049
1220359214884904965,1154392441346240513
1220359214884904965,77436536
1220359214884904965,1069045039
1220359214884904965,1083383932819771392
1220359214884904965,4571541142
1220359214884904965,1134960976695091212
1220359214884904965,7685632
1220359214884904965,914787406250987520
1220359214884904965,425533559
1220359214884904965,40457334
1220359214884904965,1664996929
1220359214884904965,1124685928608555008
1220359214884904965,221354550
1220359214884904965,242347741
1220359214884904965,45545645
1220359214884904965,57171233
1220359214884904965,2151613198
1220359214884904965,83485959
1220359214884904965,145754389
1220359214884904965,16696406
1220359214884904965,742475738977308674
1220359214884904965,1517372827
1220359214884904965,109533154
1220359214884904965,450742208
1220359214884904965,1345735165
1220359214884904965,2264082385
1220359214884904965,2488227390
1220359214884904965,2584784815
1220359214884904965,496163705
1220359214884904965,398927965
1220359214884904965,1201660004928897024
1220359214884904965,2659003274
1220359214884904965,137349966
1220359214884904965,1388112362
1220359214884904965,327836613
1220359214884904965,434091746
1220359214884904965,986017875407327232
1220359214884904965,54531975
1220359214884904965,203574192
1220359214884904965,16174144
1220359214884904965,832218151291125761
1220359214884904965,2316561068
1220359214884904965,1557533940
1220359214884904965,912372680438964224
1220359214884904965,2489960958
1220359214884904965,1033815615017037825
1220359214884904965,1917923376
1220359214884904965,2417892751
1220359214884904965,15045590
1220359214884904965,777027480901263360
1220359214884904965,15405214
1220359214884904965,2417494752
1220359214884904965,1953104810
1220359214884904965,74956332
1220359214884904965,1061622836
1220359214884904965,814274646
1220359214884904965,202124719
1220359214884904965,1929084218
1220359214884904965,144087818
1220359214884904965,890863214690480129
1220359214884904965,932895309826609152
1220359214884904965,130957956
1220359214884904965,243161145
1220359214884904965,3352671022
1220359214884904965,1158176849224187909
1220359214884904965,1157333126378639365
1220359214884904965,1161824396094296064
1220359214884904965,274888804
1220359214884904965,2791157881
1220359214884904965,1604482998
1220359214884904965,869067365157306369
1220359214884904965,1584137959
1220359214884904965,1158039446559895552
1220359214884904965,1067513782044368896
1220359214884904965,14543336
1220359214884904965,365059891
1220359214884904965,833629111
1220359214884904965,244481174
1220359214884904965,415906140
1220359214884904965,795983437660241920
1220359214884904965,20760700
1220359214884904965,1216521482
1220359214884904965,972083542187565056
1220359214884904965,64595550
1220359214884904965,263807286
1220359214884904965,15176649
1220359214884904965,1075735051252293635
1220359214884904965,1834931742
1220359214884904965,2648408096
1220359214884904965,17740264
1220359214884904965,14112036
1220359214884904965,140753054
1220359214884904965,13879522
1220359214884904965,1560513588
1220359214884904965,614861421
1220359214884904965,1224215975354040320
1220359214884904965,1067828599699451911
1220359214884904965,1920201936
1220359214884904965,37535954
1220359214884904965,3185442680
1220359214884904965,2742114133
1220359214884904965,1057191776119795712
1220359214884904965,100184465
1220359214884904965,582233920
1220359214884904965,1411308931
1220359214884904965,441778701
1220359214884904965,1205961550361747462
1220359214884904965,29825518
1220359214884904965,1133069780917850112
1220359214884904965,18247347
1220359214884904965,2375509748
1220359214884904965,848913193867124742
1220359214884904965,41152850
382393,55997459
382393,21133252
382393,953317748
382393,304589542
382393,1404517633
382393,931653411631591424
382393,10161492
382393,49413866
382393,769902720
382393,335482307
382393,2435499030
382393,1084536985
382393,365002580
382393,158678965
382393,39839816
382393,58265438
382393,1161824396094296064
382393,1227753529248485378
382393,1512280484
382393,1217607688621678592
382393,399544729
382393,254554813
382393,47203174
382393,1090634060383350786
382393,410072997
382393,16084329
382393,40428645
382393,921672902
382393,53333835
382393,186786443
382393,3445125555
382393,317422543
382393,719013
382393,1174740308
382393,2654227392
382393,454916195
382393,3196174300
382393,1886566261
382393,807403808
382393,456396772
382393,309507135
382393,702028721251868672
382393,1137000237611069442
382393,161268291
382393,532074653
382393,2417892751
382393,887665294570815488
382393,740343523
382393,801042537238695936
382393,257553582
382393,1223932829492547585
382393,1181472815540822016
382393,566542654
382393,1070010671918665728
382393,168140435
382393,621170614
382393,257111136
382393,54740139
382393,156576788
382393,78005957
382393,29825518
382393,960871812
382393,112452573
382393,1186202201078878208
382393,3302800490
382393,1944845792
382393,3417939718
382393,2895802438
382393,142654552
382393,60458714
382393,973636307774828551
382393,1195173232632041472
382393,292550340
382393,1361980022
382393,316533898
382393,960138019843002369
382393,18933976
382393,801817963
382393,1068486102930112514
382393,2279162833
382393,869067365157306369
382393,522524224
382393,2316238513
382393,25042736
382393,111402243
382393,177173603
382393,108700310
382393,2230759558
382393,1008640329891934208
382393,1179713956623114240
382393,2814961270
382393,425533559
382393,243174632
382393,101978854
382393,1179646258769584128
382393,248393312
382393,730791459545210881
382393,1143983682006523904
382393,778659791753220098
382393,1149777903284031488
382393,1167145117452570626
382393,1007360951170027521
382393,2489960958
382393,778694570661949441
382393,4851173447
382393,845839117338456068
382393,2880029134
382393,311396644
382393,1344397614
382393,821374031693774848
382393,3197753533
382393,2542515740
382393,111204600
382393,221980399
382393,84340820
382393,796901845608304640
382393,15405214
382393,3196161958
382393,2873721453
382393,2786173214
382393,206617660
382393,18987504
382393,48417486
382393,3254426133
382393,1133818056956887044
382393,860561435117719553
382393,2242851314
382393,2766194652
382393,1147170718494445569
382393,3077144869
382393,932895309826609152
382393,2778960242
382393,1210441254
382393,856593179419828230
382393,224814031
382393,3406403592
382393,1140266580187734016
382393,1428700644
382393,1134960976695091212
382393,954335153723183104
382393,378643551
382393,2695374271
382393,105405048
382393,1016623225126703104
382393,2164757344
382393,573341487
382393,601184431
382393,81618211
382393,201176097
382393,18873795
382393,97776556
382393,1120621201376854017
382393,305504617
382393,2290819595
382393,1093681836327198720
382393,394771556
382393,467804590
382393,1058554245513797632
382393,19214480
382393,1111238619002531840
382393,1156794480
382393,1975097718
382393,2537862908
382393,297736294
382393,1105508110213545984
382393,741376811070820352
382393,381314257
382393,1560513588
382393,2541395733
382393,246784429
382393,43363760
382393,202124719
382393,112466047
382393,214062910
382393,184817460
382393,96154851
382393,29948932
382393,1073350225199288321
382393,3926021301
382393,864490904979210240
382393,1016648067062353920
382393,52602820
382393,2180630366
382393,989097257986293760
382393,42653015
382393,346695250
382393,920270921914568705
382393,1016365058954276867
382393,790908517
382393,846422863
382393,880369521843986432
382393,16597102
382393,1045763448670486529
382393,217178340
382393,193755075
382393,466600034
382393,222050461
382393,3929637676
382393,709064775918084097
382393,499054463
382393,221354550
382393,1068834048020230146
382393,718078489627328512
382393,1057966638748876800
382393,3001907483
382393,59728556
382393,32167214
382393,1834931742
382393,1057191776119795712
382393,17403137
382393,934090570930286593
382393,125939065
382393,2249735748
382393,33315710
382393,901142962758758400
382393,906249252741029889
382393,814274646
382393,181381724
382393,2749655899
382393,4272310881
382393,1033712059
382393,245907209
382393,768708411940757504
382393,131217939
382393,775386526024765441
382393,212640939
382393,961593099427426304
382393,826867992893997056
382393,1042967001185050624
382393,2240131645
382393,1553984528
382393,790241310024228864
382393,741052621
382393,318368492
382393,2981013099
382393,1875700062
382393,78719897
382393,22650867
382393,246959051
382393,833533273754136576
382393,1070199104
382393,345288810
382393,19739240
382393,843499634517594113
382393,628967454
382393,30959005
382393,2595937920
382393,864586231853830144
382393,8517882
382393,81717290
382393,1027484745620496384
382393,381937821
382393,167012818
382393,1724922326
382393,53763883
382393,713236429795528705
382393,1007543629139898370
382393,795023484174745601
382393,901121940299108353
382393,43712315
382393,3300214874
382393,37535954
382393,2264082385
382393,787027490984177664
382393,1011880954279981056
382393,2770143649
382393,17154442
382393,327836613
382393,742766512054931456
382393,53913642
382393,17842485
382393,768884790292541440
382393,35683594
382393,368379922
382393,38799080
382393,718799493160964096
382393,240789781
382393,46383062
382393,973171937089347584
382393,2191957628
382393,17212489
382393,973642770521915394
382393,1009818953613479936
382393,320308247
382393,1008417952742428672
382393,3021635212
382393,2577238668
382393,15261050
382393,778954431438159872
382393,119414370
382393,72781449
382393,889557107091156993
382393,271370637
382393,4053731357
382393,2210857693
382393,878556807253250049
382393,575376342
382393,1441673010
382393,742475738977308674
382393,271197555
382393,305960097
382393,118402066
382393,2963878756
382393,17883224
382393,2689718952
382393,167425934
382393,14952902
382393,2438886458
382393,29949432
382393,92319345
382393,3325105445
382393,816003098
382393,892796129653469188
382393,20502835
382393,592861743
382393,804669595474919424
382393,872885452868550657
382393,114563183
382393,593041510
382393,112397219
382393,830442736402653185
382393,2438508702
382393,101759189
382393,4179767308
382393,88167514
382393,423847851
382393,105780785
382393,983259737314574337
382393,2932027868
382393,978262864078299137
382393,100184465
382393,973108817234886656
382393,720357914377076736
382393,1061622836
382393,14209454
382393,103370610
382393,35031140
382393,719091878562557952
382393,582233920
382393,25260440
382393,487419460
382393,890863214690480129
382393,966413871857598464
382393,27700085
382393,1017873282
382393,23565455
382393,934449271
382393,770012574494625792
382393,3302454318
382393,47580492
382393,942672186032164864
382393,961249363958947841
382393,365059891
382393,77436536
382393,38177323
382393,890101932798423041
382393,17754586
382393,1199200680
382393,16330659
382393,911193721936457728
382393,875758270895599616
382393,54531975
382393,71596667
382393,271936990
382393,2869874233
382393,213083607
382393,175782460
382393,921747627053584387
382393,3001054244
382393,937358015904337920
382393,894164731795197957
382393,8143682
382393,2810023685
382393,217469186
382393,233514057
382393,210891347
382393,1485951
382393,64595550
382393,487705992
382393,56341402
382393,833373624
382393,41841330
382393,922766485570940928
382393,850892377627742209
382393,753922707939532804
382393,879291704754491392
382393,931179613178515459
382393,9949272
382393,5815392
382393,49607008
382393,2740338871
382393,339631175
382393,1436964224
382393,253480647
382393,57053492
382393,1008442225
382393,55619032
382393,1979287862
382393,3131557785
382393,392695595
382393,89467037
382393,129155606
382393,878191890755190784
382393,2742636202
382393,2584784815
382393,1569650100
382393,107468161
382393,3185442680
382393,2595260136
382393,1668630349
382393,836406681437286400
382393,434383401
382393,31185845
382393,83485959
382393,309424720
382393,435868764
382393,847851963773460481
382393,910168235261218816
382393,3096625956
382393,40383352
382393,614861421
382393,299603744
382393,612382284
382393,846697411099668481
382393,45545645
382393,1808171
382393,879070005844992001
382393,106483037
382393,905832768009011203
382393,97564868
382393,277532657
382393,1363657555
382393,745468122
382393,15255349
382393,490512649
382393,897866837333037058
382393,895276877350404097
382393,805775428078174208
382393,4503332541
382393,893195057171451904
382393,2552064763
382393,7288362
382393,799974644803629056
382393,574364219
382393,295175711
382393,184433314
382393,738693385
382393,1245487578
382393,738629462149844993
382393,281949754
382393,1136543828
382393,66708144
382393,11914552
382393,2872545452
382393,588134813
382393,44954346
382393,107591759
382393,94082890
382393,13291482
382393,3019638591
382393,34721078
382393,1069045039
382393,392745608
382393,2669156418
382393,807365647
382393,2168624918
382393,3569432363
382393,414979077
382393,21773404
382393,35740848
382393,3080110381
382393,814015332
382393,746152190
382393,35467792
382393,43299863
382393,4120890970
382393,782795711989420033
382393,1858779979
382393,1599902202
382393,3078526120
382393,972998328
382393,101561169
382393,406983775
382393,803944483742248960
382393,925988665
382393,249794996
382393,720389270335135745
382393,460489687
382393,21571946
382393,865186468377100289
382393,119506508
382393,2348343486
382393,1190921472
382393,861538898979295232
382393,250796042
382393,1092867511
382393,3804729269
382393,63734068
382393,277078157
382393,3457973302
382393,19204539
382393,849359202871070720
382393,126790152
382393,354510217
382393,2314631347
382393,2843741836
382393,227270794
382393,727401204213534721
382393,1315396027
382393,3386954115
382393,847699856651042816
382393,455895128
382393,350164545
382393,572279177
382393,308124021
382393,98682862
382393,211787094
382393,365364269
382393,2438382738
382393,821654937851613186
382393,4098440751
382393,335206756
382393,516984014
382393,2420108113
382393,415883464
382393,835953569668939776
382393,64225502
382393,1395484944
382393,1270214492
382393,809136945695694849
382393,1216521482
382393,1938981038
382393,484805313
382393,14654798
382393,3070163032
382393,1550943302
382393,824241575706427392
382393,142995842
382393,14042282
382393,54677218
382393,824812182114164736
382393,820346467546177537
382393,487381183
382393,820088165239320576
382393,36737360
382393,114288615
382393,4675087285
382393,2646154070
382393,156804540
382393,49458423
382393,2388400813
382393,109253611
382393,566259442
382393,144087818
382393,547871798
382393,1672632270
382393,1329752491
382393,783709007626309638
382393,94603287
382393,4023660472
382393,801932087850835968
382393,3413263721
382393,1913890034
382393,14308267
382393,271379207
382393,776354346728652800
382393,28534457
382393,4784640996
382393,483454569
382393,37213193
382393,34342475
382393,166008261
382393,786831218075664384
382393,15392115
382393,789106920992956416
382393,709491584
382393,232410818
382393,232608211
382393,770207007517339648
382393,262244908
382393,32729442
382393,2424151074
382393,1604482998
382393,4824740248
382393,123834795
382393,19714395
382393,356164932
382393,369755821
382393,112440496
382393,2977828444
382393,772739813548101632
382393,47325650
382393,765865951363493888
382393,767531422928207872
382393,101806923
382393,992471766
382393,472562889
382393,4896916113
382393,35503367
382393,19106644
382393,4888612253
382393,219266488
382393,262929981
382393,3460853716
382393,2269684160
382393,709379881
382393,18406335
382393,2538040298
382393,628610967
382393,752977549454704640
382393,3671492717
382393,129550400
382393,3295991605
382393,110446125
382393,747708575208837120
382393,710165317507530756
382393,355626264
382393,246705644
382393,267808325
382393,44215530
382393,164190842
382393,10877162
382393,137349966
382393,61900484
382393,498978075
382393,197886036
382393,1307251459
382393,44272365
382393,700746896680161280
382393,2234897696
382393,1013481272
382393,34249543
382393,735099051155312640
382393,14246062
382393,214582688
382393,64313421
382393,1046598080
382393,104629239
382393,2165165029
382393,9721812
382393,477568557
382393,1522281432
382393,2924669003
382393,1376401838
382393,24950615
382393,232503127
382393,2228815292
382393,4888893395
382393,34897314
382393,4673278332
382393,160925047
382393,703302245589381120
382393,2332368062
382393,1423906682
382393,705339936514428928
382393,704436290347991040
382393,3190432737
382393,3912267406
382393,411782454
382393,15176649
382393,67398756
382393,50615726
382393,3216966611
382393,3300566902
382393,1388112362
382393,4690350990
382393,1028855810
382393,3308228529
382393,29552568
382393,68376272
382393,44446416
382393,14156905
382393,432812106
382393,69296987
382393,4091414478
382393,13879522
382393,2515390249
382393,462280687
382393,2584575792
382393,20345623
382393,4099956119
382393,1243709419
382393,21305051
382393,3472336217
382393,171534539
382393,2584677434
382393,3900784053
382393,21774074
382393,3610142835
382393,82348646
382393,3995418627
382393,601687797
382393,1055027257
382393,879849235
382393,351555467
382393,804105624
382393,132878935
382393,3729520335
382393,1507617380
382393,2785720331
382393,83840361
382393,299545863
382393,14908972
382393,11892372
382393,49610064
382393,2492740016
382393,167648782
382393,19629739
382393,2806307411
382393,166445385
382393,19058451
382393,82577951
382393,260685403
382393,3505171469
382393,54817041
382393,306872512
382393,16191522
382393,14049302
382393,288389432
382393,1335668024
382393,16795018
382393,300589072
382393,2889619139
382393,3353136183
382393,461408456
382393,3168092856
382393,40542861
382393,1449933086
382393,98764925
382393,441778701
382393,18252261
382393,582772973
382393,256677843
382393,1585948734
382393,1187259026
382393,34653414
382393,178525062
382393,3313245897
382393,2337002455
382393,3236185911
382393,3222686964
382393,2494238046
382393,3308159633
382393,300303342
382393,1708122348
382393,607311335
382393,31705889
382393,1657446090
382393,445315503
382393,18485339
382393,302604042
382393,398927965
382393,123695829
382393,72509746
382393,87105950
382393,2369899873
382393,3088807367
382393,185173215
382393,3230611617
382393,2912834655
382393,3094775536
382393,2785880513
382393,234017215
382393,3154718333
382393,1347088410
382393,2425558261
382393,353917446
382393,314217400
382393,567698748
382393,3086535891
382393,16925097
382393,3088703037
382393,242362786
382393,2787747192
382393,3042264274
382393,29658006
382393,3031539254
382393,2985540939
382393,47885616
382393,982500170
382393,3030618307
382393,217015882
382393,194721199
382393,2914186151
382393,2374758734
382393,1502671567
382393,3000719200
382393,2981463028
382393,2895240598
382393,2983871745
382393,376269888
382393,2969917924
382393,391991603
382393,22615177
382393,1557533940
382393,2338824692
382393,235957352
382393,302690611
382393,529730279
382393,2766395472
382393,2837414492
382393,1157307985
382393,123572484
382393,18401210
382393,282414384
382393,536950939
382393,838509024
382393,427431943
382393,110610138
382393,772310749
382393,2851033972
382393,1637696580
382393,2359841862
382393,377401482
382393,12219882
382393,11535642
382393,2375509748
382393,570639833
382393,1362984396
382393,471996981
382393,2818869981
382393,510425770
382393,293983295
382393,2829695868
382393,2279164099
382393,1694863603
382393,17667141
382393,2785775039
382393,17688185
382393,845408275
382393,2648987845
382393,104124584
382393,54855283
382393,493260415
382393,316651357
382393,2813974014
382393,2805421915
382393,783833942
382393,17867838
382393,2216552429
382393,50517429
382393,127233575
382393,1169143062
382393,389051649
382393,26467061
382393,231444642
382393,325986531
382393,290740882
382393,1377379782
382393,16614440
382393,2327411005
382393,2583902516
382393,2341772972
382393,110135284
382393,1617603914
382393,2613988502
382393,2597727433
382393,2411054834
382393,17877913
382393,22881502
382393,14635211
382393,2329657867
382393,2107571
382393,806368231
382393,1239569946
382393,1704085728
382393,99325926
382393,2567265674
382393,262295914
382393,2355285125
382393,1128343110
382393,101633361
382393,1740835398
382393,1493423918
382393,94579404
382393,2548304936
382393,154862548
382393,178537877
382393,1209052856
382393,2380579525
382393,1038442496
382393,531122860
382393,2459490150
382393,278465124
382393,18123336
382393,29186208
382393,2284174986
382393,779076895
382393,2436815372
382393,436559810
382393,2318509094
382393,2175612816
382393,2424373254
382393,26736307
382393,77502415
382393,227067264
382393,579143740
382393,193227076
382393,2431801963
382393,110420616
382393,117553058
382393,366709446
382393,448513421
382393,6577092
382393,468764094
382393,2348642744
382393,148052204
382393,243804207
382393,187521608
382393,1734596533
382393,15553081
382393,16112288
382393,396815071
382393,2329482067
382393,260415455
382393,74905507
382393,546745814
382393,2217406250
382393,423024537
382393,82908825
382393,2261831748
382393,131264897
382393,1515441991
382393,155636227
382393,158428310
382393,14283504
382393,441974189
382393,12402812
382393,2191138944
382393,809417156
382393,5734242
382393,41359037
382393,34898082
382393,109011025
382393,338346412
382393,75641981
382393,109874629
382393,1013385702
382393,533624245
382393,1479301693
382393,1937243048
382393,18999563
382393,891980149
382393,372689892
382393,1244399556
382393,1253761873
382393,1960705284
382393,367636140
382393,153779379
382393,258980466
382393,1962699368
382393,18247347
382393,1425924810
382393,1964709944
382393,1948032967
382393,66322723
382393,558153537
382393,122458732
382393,44217911
382393,74956332
382393,27047369
382393,1446281586
382393,32995679
382393,373682248
382393,255051048
382393,66719212
382393,965700127
382393,29692085
382393,54546800
382393,218608897
382393,437797632
382393,86145760
382393,1467737210
382393,498631199
382393,7622782
382393,1423742942
382393,76982240
382393,43652382
382393,17823114
382393,1087483224
382393,369054037
382393,1583899302
382393,489946763
382393,7656732
382393,1546977270
382393,1450064316
382393,263702718
382393,6039832
382393,18448835
382393,995412536
382393,1283157283
382393,890710574
382393,22979111
382393,1454215074
382393,617118982
382393,1417683439
382393,194046843
382393,21906143
382393,272065025
382393,378090106
382393,44867423
382393,145754389
382393,27974512
382393,301044103
382393,36119322
382393,252737143
382393,158398564
382393,986903989
382393,1070276568
382393,1360175358
382393,179543022
382393,459370488
382393,1307569508
382393,1303346329
382393,1231314888
382393,1060290318
382393,139507464
382393,1316984629
382393,1286269166
382393,55572474
382393,122724789
382393,1159612087
382393,1009496623
382393,1259800417
382393,1277127895
382393,1249741729
382393,1006505497
382393,81737577
382393,14656799
382393,52059455
382393,15930711
382393,89308495
382393,598702353
382393,24669093
382393,572479189
382393,143751299
382393,897858440
382393,586003
382393,15089078
382393,918593011
382393,22467617
382393,25653374
382393,1022187452
382393,590290232
382393,27680215
382393,861230886
382393,304928205
382393,579407040
382393,113726456
382393,104710256
382393,5765972
382393,226713274
382393,245554595
382393,919599445
382393,187688769
382393,532247558
382393,178649929
382393,470995034
382393,529438517
382393,899832247
382393,77199037
382393,344030764
382393,14498231
382393,540111905
382393,164644973
382393,90410110
382393,20610029
382393,856669430
382393,820092720
382393,20449367
382393,261488974
382393,577195836
382393,755293986
382393,627474812
382393,219219825
382393,11980142
382393,589194614
382393,56057700
382393,305469439
382393,27439013
382393,624806128
382393,17354555
382393,68084193
382393,344361113
382393,604686251
382393,434727406
382393,15533871
382393,14162405
382393,126046965
382393,270037518
382393,573815031
382393,414355283
382393,582161546
382393,576337431
382393,146994016
382393,180081197
382393,186484265
382393,27403471
382393,564089684
382393,14382993
382393,38193965
382393,146129222
382393,546092234
382393,507281282
382393,323146214
382393,113339417
382393,428543680
382393,6206062
382393,484732431
382393,18608658
382393,233204287
382393,280994911
382393,302632971
