Target,Source
382393,24414798
382393,295238627
382393,65703
382393,250831420
382393,19590257
382393,194202021
382393,415906140
382393,23672100
382393,24543879
382393,72912621
382393,153439378
382393,76021182
382393,14489299
382393,426509606
382393,97103240
382393,103809330
382393,15106719
382393,14157394
382393,16016329
382393,74949430
382393,73579138
382393,381746423
382393,29521008
382393,205618337
382393,44380488
382393,245953647
382393,97810233
382393,38813037
382393,91975097
382393,382134761
382393,209692125
382393,38176806
382393,15385968
382393,57571700
382393,70235770
382393,32807399
382393,229910053
382393,53886082
382393,359838444
382393,43831302
382393,38640273
382393,14269387
382393,25059647
382393,195495310
382393,238436945
382393,96989025
382393,14305066
382393,34570753
382393,82566863
382393,71268692
382393,318879230
382393,217771939
382393,306211107
382393,19096933
382393,110391215
382393,16674284
382393,176757073
382393,19109722
382393,214272214
382393,16687314
382393,166304741
382393,156776019
382393,157975524
382393,77990334
382393,56805505
382393,275450011
382393,15008596
382393,254497239
382393,194617383
382393,255048621
382393,269719859
382393,20023987
382393,83836479
382393,21297338
382393,14093970
382393,93476253
382393,256652655
382393,12160482
382393,30501338
382393,246351506
382393,796627
382393,22213177
382393,101824202
382393,11876752
382393,15558680
382393,8560212
382393,28071002
382393,16174436
382393,15375616
382393,228811353
382393,219610388
382393,129448583
382393,176334649
382393,4339911
382393,30706856
382393,2335431
382393,57821848
382393,2329921
382393,175072843
382393,5428712
382393,162146050
382393,18008785
382393,94596289
382393,31051381
382393,163272475
382393,162684694
382393,156031097
382393,12329302
382393,24717699
382393,17063238
382393,11094912
382393,14370378
382393,763032
382393,78589126
382393,19900988
382393,15160540
382393,15045590
382393,149806281
382393,110633876
382393,69258389
382393,10786612
382393,70652143
382393,27104786
382393,15183418
382393,124736636
382393,22749856
382393,609013
382393,22749476
382393,18715444
382393,105768989
382393,39393
382393,2315961
382393,89738262
382393,78892773
382393,77712285
382393,68822156
382393,12855572
382393,11990112
382393,53137489
382393,14300960
382393,53125787
382393,14065835
382393,20290967
382393,49562780
382393,7954512
382393,25386861
382393,13069682
382393,17399670
382393,27402194
382393,17657107
382393,15637949
382393,5159271
574364219,953317748
574364219,187694134
574364219,1969568858
574364219,1226766935431364608
574364219,23772560
574364219,126046965
574364219,44336748
574364219,801042537238695936
574364219,559055487
574364219,57571700
574364219,2349083005
574364219,3900044009
574364219,1070010671918665728
574364219,23565455
574364219,2742114133
574364219,740106610182356992
574364219,19769253
574364219,119054265
574364219,251530859
574364219,3185442680
574364219,89509276
574364219,1068486102930112514
574364219,954335153723183104
574364219,740343523
574364219,4851173447
574364219,389347085
574364219,77990334
574364219,108700310
574364219,398927965
574364219,845839117338456068
574364219,1404517633
574364219,432812106
574364219,19669254
574364219,814274646
574364219,1066288106
574364219,3247591613
574364219,2417892751
574364219,1179713956623114240
574364219,2884725684
574364219,4272310881
574364219,248724562
574364219,299603744
574364219,243161145
574364219,103989154
574364219,34721078
574364219,44217911
574364219,1360175358
574364219,77712285
574364219,137349966
574364219,80750540
574364219,2578315014
574364219,102451718
574364219,985144418
574364219,770057
574364219,928925064216694784
574364219,920270921914568705
574364219,1834931742
574364219,1426433934
574364219,44272365
574364219,1322797574
574364219,60862893
574364219,996776255755358208
574364219,621489211
574364219,577195836
574364219,234017215
574364219,724980445281181696
574364219,83392573
574364219,193836620
574364219,24720720
574364219,2329657867
574364219,2742636202
574364219,903233814264209409
574364219,1016004827174916096
574364219,2924669003
574364219,37213193
574364219,487705992
574364219,81143606
574364219,37535954
574364219,1019605193523113985
574364219,271370637
574364219,1134260544381341702
574364219,700746896680161280
574364219,34999723
574364219,828226999718121472
574364219,52602820
574364219,1962699368
574364219,2211673627
574364219,2889619139
574364219,115291227
574364219,451579637
574364219,40428645
574364219,2919801897
574364219,95488935
574364219,285813689
574364219,188872703
574364219,2305187539
574364219,4849954859
574364219,824241575706427392
574364219,910968376830414849
574364219,791265950372855808
574364219,148052204
574364219,1440886406
574364219,1200763760
574364219,45545645
574364219,1105508110213545984
574364219,86460131
574364219,1425924810
574364219,573245349
574364219,617118982
574364219,967415814646267905
574364219,499054463
574364219,3163055411
574364219,1049255245031854080
574364219,772115981430816768
574364219,461482865
574364219,718022858748923904
574364219,256225479
574364219,382134761
574364219,720968635049779200
574364219,309507135
574364219,266622410
574364219,1454215074
574364219,2228815292
574364219,2438886458
574364219,3011101451
574364219,267808325
574364219,550845228
574364219,280994911
574364219,768708411940757504
574364219,414979077
574364219,40383352
574364219,1068834048020230146
574364219,26419626
574364219,785848339476705284
574364219,4098440751
574364219,109253611
574364219,997914914147721216
574364219,720357914377076736
574364219,109069195
574364219,1027484745620496384
574364219,3457644501
574364219,32729442
574364219,3460509754
574364219,18247347
574364219,138464018
574364219,35031140
574364219,1569650100
574364219,1025075607074299904
574364219,1637696580
574364219,16549181
574364219,53167706
574364219,277532657
574364219,1517372827
574364219,415906140
574364219,156204739
574364219,74949430
574364219,572479189
574364219,1239569946
574364219,814015332
574364219,131264897
574364219,2932027868
574364219,34570530
574364219,114563183
574364219,793669407004241920
574364219,167012818
574364219,984782025344409600
574364219,331080165
574364219,308124021
574364219,416910461
574364219,359838444
574364219,27700085
574364219,1046598080
574364219,1307251459
574364219,934090570930286593
574364219,593041510
574364219,43652382
574364219,114407120
574364219,17154442
574364219,3271362462
574364219,14093970
574364219,824693878422958080
574364219,16342929
574364219,117553058
574364219,14835654
574364219,3021635212
574364219,932895309826609152
574364219,1423906682
574364219,23672100
574364219,34653414
574364219,33462080
574364219,2284174986
574364219,2584784815
574364219,156259271
574364219,223521568
574364219,472562889
574364219,899009494507761665
574364219,782795711989420033
574364219,1461657463
574364219,130927428
574364219,367166561
574364219,921747627053584387
574364219,94874333
574364219,254497239
574364219,146287709
574364219,2330414268
574364219,215347867
574364219,17354555
574364219,1550265457
574364219,73579138
574364219,114288615
574364219,25260440
574364219,260861149
574364219,3313245897
574364219,1975097718
574364219,21773404
574364219,12160482
574364219,1028855810
574364219,1187259026
574364219,105780785
574364219,96989025
574364219,142660046
574364219,16182427
574364219,47881149
574364219,2420108113
574364219,11914552
574364219,382393
574364219,107468161
574364219,16330659
574364219,10877162
574364219,879291704754491392
574364219,41359037
574364219,271379207
574364219,350164545
574364219,363200844
574364219,542550969
574364219,2843741836
574364219,3929637676
574364219,111552374
574364219,246780608
574364219,142995842
574364219,813725467756863488
574364219,45162945
574364219,11207152
574364219,19204539
574364219,155636227
574364219,246522868
574364219,89467037
574364219,2776147722
574364219,532247558
574364219,752598499817062400
574364219,129550400
574364219,44446416
574364219,3080110381
574364219,2335431
574364219,583637312
574364219,77436536
574364219,255048621
574364219,217771939
574364219,118385743
574364219,14817871
574364219,3353136183
574364219,118639621
574364219,47885616
574364219,110135284
574364219,21812316
574364219,100184465
574364219,5734242
574364219,78688499
574364219,272065025
574364219,14810361
574364219,74956332
574364219,2567265674
574364219,443888271
574364219,38193965
574364219,174615896
574364219,19739240
574364219,278730424
574364219,21253578
574364219,21774074
574364219,4515151
574364219,3233351260
574364219,16925097
574364219,123695829
574364219,15176649
574364219,18855622
574364219,11990112
574364219,471996981
574364219,184433314
574364219,15045590
574364219,1552901424
574364219,262557900
574364219,607311335
574364219,14065835
574364219,2583902516
574364219,426509606
574364219,2222957377
574364219,547871798
574364219,558153537
574364219,306211107
574364219,9799302
574364219,56805505
574364219,79560366
415906140,53349895
415906140,3160462871
415906140,2979995302
415906140,81717290
415906140,910968376830414849
415906140,405154732
415906140,807365647
415906140,1244018558348247040
415906140,174266927
415906140,1233436156051718144
415906140,821374031693774848
